"BehaviorSpace results (NetLogo 6.0.4)"
"Sugarscape 1 Immediate Growback.nlogo"
"CW2"
"02/13/2019 17:30:32:121 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","visualization","initial-population","[step]","count turtles","mean [vision] of turtles","mean [metabolism] of turtles","mean [sugar] of turtles","mean [psugar] of patches"
"33","color-agents-by-metabolism","200","13","153","3.7712418300653594","2.0980392156862746","25.22875816993464","1.6688"
"34","color-agents-by-metabolism","200","5","188","3.49468085106383","2.521276595744681","16.21808510638298","1.6404"
"32","color-agents-by-metabolism","200","26","131","3.4732824427480917","2.0229007633587788","42.44274809160305","1.6876"
"35","color-agents-by-metabolism","200","3","194","3.520618556701031","2.515463917525773","15.79896907216495","1.6428"
"37","color-agents-by-metabolism","200","0","200","3.21","2.465","14.38","1.8488"
"31","color-agents-by-metabolism","200","23","130","3.9461538461538463","2.123076923076923","35.88461538461539","1.69"
"32","color-agents-by-metabolism","200","27","131","3.4732824427480917","2.0229007633587788","43.49618320610687","1.6876"
"36","color-agents-by-metabolism","200","6","176","3.590909090909091","2.335227272727273","17.02840909090909","1.6592"
"33","color-agents-by-metabolism","200","14","149","3.8187919463087248","2.1006711409395975","26.7248322147651","1.6716"
"35","color-agents-by-metabolism","200","4","190","3.5631578947368423","2.4894736842105263","16.289473684210527","1.6428"
"34","color-agents-by-metabolism","200","6","182","3.5384615384615383","2.5","16.98901098901099","1.6436"
"31","color-agents-by-metabolism","200","24","129","3.945736434108527","2.108527131782946","37.08527131782946","1.6908"
"33","color-agents-by-metabolism","200","15","148","3.831081081081081","2.0945945945945947","27.756756756756758","1.6732"
"35","color-agents-by-metabolism","200","5","185","3.6","2.4594594594594597","16.92972972972973","1.6448"
"34","color-agents-by-metabolism","200","7","178","3.539325842696629","2.4719101123595504","17.65730337078652","1.6464"
"31","color-agents-by-metabolism","200","25","127","3.952755905511811","2.078740157480315","38.61417322834646","1.692"
"36","color-agents-by-metabolism","200","7","169","3.603550295857988","2.2840236686390534","18.09467455621302","1.6616"
"31","color-agents-by-metabolism","200","26","127","3.952755905511811","2.078740157480315","39.574803149606296","1.6944"
"34","color-agents-by-metabolism","200","8","169","3.562130177514793","2.4142011834319526","18.952662721893493","1.65"
"35","color-agents-by-metabolism","200","6","181","3.6353591160220993","2.4419889502762433","17.58011049723757","1.648"
"34","color-agents-by-metabolism","200","9","165","3.5939393939393938","2.393939393939394","19.87878787878788","1.6572"
"36","color-agents-by-metabolism","200","8","163","3.638036809815951","2.245398773006135","19.208588957055216","1.666"
"37","color-agents-by-metabolism","200","1","200","3.21","2.465","14.325","1.656"
"31","color-agents-by-metabolism","200","27","127","3.952755905511811","2.078740157480315","40.53543307086614","1.6944"
"33","color-agents-by-metabolism","200","16","143","3.797202797202797","2.06993006993007","29.615384615384617","1.674"
"38","color-agents-by-metabolism","200","0","200","3.3","2.37","14.425","1.8488"
"35","color-agents-by-metabolism","200","7","174","3.6551724137931036","2.4080459770114944","18.614942528735632","1.6496"
"34","color-agents-by-metabolism","200","10","163","3.625766871165644","2.3865030674846626","20.625766871165645","1.6584"
"33","color-agents-by-metabolism","200","17","141","3.8226950354609928","2.0709219858156027","30.97163120567376","1.6776"
"36","color-agents-by-metabolism","200","9","159","3.6540880503144653","2.2264150943396226","20.21383647798742","1.6692"
"37","color-agents-by-metabolism","200","2","198","3.217171717171717","2.45959595959596","14.474747474747474","1.6512"
"38","color-agents-by-metabolism","200","1","200","3.3","2.37","14.595","1.6456"
"39","color-agents-by-metabolism","200","0","200","3.575","2.585","15.285","1.8488"
"34","color-agents-by-metabolism","200","11","159","3.610062893081761","2.352201257861635","21.67924528301887","1.6596"
"35","color-agents-by-metabolism","200","8","170","3.664705882352941","2.3705882352941177","19.45294117647059","1.6548"
"33","color-agents-by-metabolism","200","18","141","3.8226950354609928","2.0709219858156027","31.921985815602838","1.6784"
"38","color-agents-by-metabolism","200","2","199","3.3115577889447234","2.3618090452261304","14.914572864321608","1.6404"
"37","color-agents-by-metabolism","200","3","194","3.2371134020618557","2.4278350515463916","14.845360824742269","1.65"
"39","color-agents-by-metabolism","200","1","200","3.575","2.585","15.21","1.648"
"33","color-agents-by-metabolism","200","19","141","3.8226950354609928","2.0709219858156027","32.87234042553192","1.6784"
"36","color-agents-by-metabolism","200","10","151","3.7152317880794703","2.205298013245033","21.880794701986755","1.672"
"35","color-agents-by-metabolism","200","9","166","3.7048192771084336","2.3433734939759034","20.379518072289155","1.658"
"34","color-agents-by-metabolism","200","12","153","3.673202614379085","2.3398692810457518","23.137254901960784","1.6628"
"38","color-agents-by-metabolism","200","3","194","3.3092783505154637","2.3350515463917527","15.582474226804123","1.6396"
"37","color-agents-by-metabolism","200","4","192","3.2552083333333335","2.4114583333333335","15.130208333333334","1.652"
"39","color-agents-by-metabolism","200","2","200","3.575","2.585","15.21","1.642"
"33","color-agents-by-metabolism","200","20","141","3.8226950354609928","2.0709219858156027","33.822695035460995","1.6784"
"35","color-agents-by-metabolism","200","10","163","3.687116564417178","2.312883435582822","21.26993865030675","1.6604"
"36","color-agents-by-metabolism","200","11","149","3.7315436241610738","2.1812080536912752","22.845637583892618","1.6756"
"37","color-agents-by-metabolism","200","5","185","3.2972972972972974","2.3945945945945946","15.854054054054053","1.6524"
"40","color-agents-by-metabolism","200","0","200","3.74","2.53","15.265","1.8488"
"34","color-agents-by-metabolism","200","13","153","3.673202614379085","2.3398692810457518","23.797385620915033","1.6652"
"39","color-agents-by-metabolism","200","3","194","3.6030927835051547","2.5463917525773194","15.70103092783505","1.6412"
"35","color-agents-by-metabolism","200","11","158","3.7468354430379747","2.278481012658228","22.50632911392405","1.6624"
"33","color-agents-by-metabolism","200","21","139","3.841726618705036","2.0719424460431655","35.273381294964025","1.6784"
"36","color-agents-by-metabolism","200","12","142","3.7746478873239435","2.1338028169014085","24.711267605633804","1.6776"
"37","color-agents-by-metabolism","200","6","183","3.300546448087432","2.387978142076503","16.229508196721312","1.6572"
"34","color-agents-by-metabolism","200","14","150","3.7","2.3266666666666667","24.946666666666665","1.6652"
"35","color-agents-by-metabolism","200","12","158","3.7468354430379747","2.278481012658228","23.11392405063291","1.6664"
"33","color-agents-by-metabolism","200","22","136","3.889705882352941","2.051470588235294","37.0514705882353","1.6792"
"40","color-agents-by-metabolism","200","1","200","3.74","2.53","15.225","1.6496"
"39","color-agents-by-metabolism","200","4","191","3.6335078534031413","2.5287958115183247","16.05759162303665","1.6448"
"36","color-agents-by-metabolism","200","13","140","3.807142857142857","2.107142857142857","25.892857142857142","1.6816"
"34","color-agents-by-metabolism","200","15","150","3.7","2.3266666666666667","25.64","1.6676"
"37","color-agents-by-metabolism","200","7","179","3.3184357541899443","2.374301675977654","16.821229050279328","1.658"
"35","color-agents-by-metabolism","200","13","153","3.7320261437908497","2.2483660130718954","24.516339869281047","1.6664"
"33","color-agents-by-metabolism","200","23","135","3.8814814814814813","2.037037037037037","38.355555555555554","1.6816"
"39","color-agents-by-metabolism","200","5","187","3.6363636363636362","2.5080213903743314","16.53475935828877","1.6456"
"36","color-agents-by-metabolism","200","14","138","3.818840579710145","2.0942028985507246","27.1231884057971","1.6836"
"40","color-agents-by-metabolism","200","2","200","3.74","2.53","15.26","1.6436"
"34","color-agents-by-metabolism","200","16","147","3.693877551020408","2.2993197278911564","26.87074829931973","1.6676"
"37","color-agents-by-metabolism","200","8","170","3.3823529411764706","2.323529411764706","18.00588235294118","1.6596"
"33","color-agents-by-metabolism","200","24","134","3.9029850746268657","2.037313432835821","39.6865671641791","1.6828"
"35","color-agents-by-metabolism","200","14","149","3.778523489932886","2.2348993288590604","25.87248322147651","1.6696"
"36","color-agents-by-metabolism","200","15","137","3.8248175182481754","2.0875912408759123","28.197080291970803","1.6852"
"39","color-agents-by-metabolism","200","6","182","3.6373626373626373","2.4725274725274726","17.208791208791208","1.6476"
"34","color-agents-by-metabolism","200","17","143","3.7202797202797204","2.265734265734266","28.37062937062937","1.6708"
"40","color-agents-by-metabolism","200","3","197","3.751269035532995","2.512690355329949","15.598984771573605","1.64"
"37","color-agents-by-metabolism","200","9","163","3.423312883435583","2.2699386503067487","19.190184049079754","1.6652"
"35","color-agents-by-metabolism","200","15","147","3.761904761904762","2.2108843537414966","26.959183673469386","1.6724"
"38","color-agents-by-metabolism","200","4","191","3.329842931937173","2.319371727748691","16.18324607329843","1.642"
"33","color-agents-by-metabolism","200","25","132","3.909090909090909","2.022727272727273","41.35606060606061","1.6832"
"36","color-agents-by-metabolism","200","16","137","3.8248175182481754","2.0875912408759123","29.080291970802918","1.686"
"39","color-agents-by-metabolism","200","7","179","3.625698324022346","2.458100558659218","17.748603351955307","1.6508"
"40","color-agents-by-metabolism","200","4","193","3.761658031088083","2.5025906735751295","16.05699481865285","1.6412"
"37","color-agents-by-metabolism","200","10","154","3.461038961038961","2.188311688311688","20.824675324675326","1.6704"
"35","color-agents-by-metabolism","200","16","146","3.7739726027397262","2.1986301369863015","27.904109589041095","1.6744"
"33","color-agents-by-metabolism","200","26","132","3.909090909090909","2.022727272727273","42.43939393939394","1.6848"
"34","color-agents-by-metabolism","200","18","140","3.7714285714285714","2.257142857142857","29.771428571428572","1.6748"
"38","color-agents-by-metabolism","200","5","187","3.336898395721925","2.3155080213903743","16.93582887700535","1.6424"
"36","color-agents-by-metabolism","200","17","136","3.823529411764706","2.0808823529411766","30.183823529411764","1.686"
"37","color-agents-by-metabolism","200","11","151","3.423841059602649","2.172185430463576","21.85430463576159","1.6772"
"39","color-agents-by-metabolism","200","8","173","3.653179190751445","2.4161849710982657","18.6878612716763","1.6528"
"35","color-agents-by-metabolism","200","17","143","3.8111888111888113","2.174825174825175","29.272727272727273","1.6756"
"40","color-agents-by-metabolism","200","5","187","3.7754010695187166","2.4705882352941178","16.77005347593583","1.6424"
"34","color-agents-by-metabolism","200","19","139","3.7841726618705036","2.2446043165467624","30.805755395683452","1.6768"
"36","color-agents-by-metabolism","200","18","136","3.823529411764706","2.0808823529411766","31.080882352941178","1.6868"
"38","color-agents-by-metabolism","200","6","183","3.3169398907103824","2.2950819672131146","17.759562841530055","1.6432"
"37","color-agents-by-metabolism","200","12","151","3.423841059602649","2.172185430463576","22.490066225165563","1.6792"
"39","color-agents-by-metabolism","200","9","169","3.698224852071006","2.4023668639053253","19.53846153846154","1.6556"
"35","color-agents-by-metabolism","200","18","142","3.823943661971831","2.1619718309859155","30.288732394366196","1.6784"
"34","color-agents-by-metabolism","200","20","137","3.759124087591241","2.2335766423357666","32.09489051094891","1.678"
"40","color-agents-by-metabolism","200","6","183","3.80327868852459","2.4371584699453552","17.40983606557377","1.6452"
"37","color-agents-by-metabolism","200","13","149","3.436241610738255","2.1677852348993287","23.436241610738254","1.6792"
"38","color-agents-by-metabolism","200","7","179","3.3184357541899443","2.2905027932960893","18.65921787709497","1.646"
"35","color-agents-by-metabolism","200","19","140","3.857142857142857","2.142857142857143","31.55","1.6796"
"34","color-agents-by-metabolism","200","21","134","3.7686567164179103","2.2313432835820897","33.6865671641791","1.6796"
"39","color-agents-by-metabolism","200","10","162","3.728395061728395","2.3641975308641974","20.84567901234568","1.6572"
"33","color-agents-by-metabolism","200","27","132","3.909090909090909","2.022727272727273","43.52272727272727","1.6848"
"36","color-agents-by-metabolism","200","19","134","3.8507462686567164","2.0522388059701493","32.45522388059702","1.6868"
"37","color-agents-by-metabolism","200","14","149","3.436241610738255","2.1677852348993287","24.093959731543624","1.6804"
"40","color-agents-by-metabolism","200","7","178","3.8258426966292136","2.4157303370786516","18.224719101123597","1.6472"
"38","color-agents-by-metabolism","200","8","176","3.3181818181818183","2.2613636363636362","19.52840909090909","1.6468"
"35","color-agents-by-metabolism","200","20","138","3.891304347826087","2.130434782608696","32.86231884057971","1.6816"
"34","color-agents-by-metabolism","200","22","134","3.7686567164179103","2.2313432835820897","34.582089552238806","1.6812"
"35","color-agents-by-metabolism","200","21","134","3.888059701492537","2.082089552238806","34.73880597014925","1.6832"
"37","color-agents-by-metabolism","200","15","146","3.4452054794520546","2.143835616438356","25.26027397260274","1.6804"
"36","color-agents-by-metabolism","200","20","133","3.857142857142857","2.0601503759398496","33.63157894736842","1.6892"
"38","color-agents-by-metabolism","200","9","171","3.3333333333333335","2.245614035087719","20.690058479532162","1.6496"
"34","color-agents-by-metabolism","200","23","133","3.774436090225564","2.225563909774436","35.744360902255636","1.6812"
"40","color-agents-by-metabolism","200","8","173","3.878612716763006","2.38728323699422","19.13872832369942","1.65"
"39","color-agents-by-metabolism","200","11","159","3.742138364779874","2.3333333333333335","21.767295597484278","1.662"
"37","color-agents-by-metabolism","200","16","146","3.4452054794520546","2.143835616438356","25.95205479452055","1.6832"
"35","color-agents-by-metabolism","200","22","130","3.9692307692307693","2.0538461538461537","36.76923076923077","1.6872"
"36","color-agents-by-metabolism","200","21","132","3.8636363636363638","2.0454545454545454","34.833333333333336","1.6892"
"38","color-agents-by-metabolism","200","10","169","3.337278106508876","2.224852071005917","21.57396449704142","1.6524"
"34","color-agents-by-metabolism","200","24","133","3.774436090225564","2.225563909774436","36.65413533834587","1.682"
"40","color-agents-by-metabolism","200","9","167","3.910179640718563","2.3532934131736525","20.293413173652695","1.6532"
"35","color-agents-by-metabolism","200","23","128","3.9921875","2.046875","38.3515625","1.6904"
"37","color-agents-by-metabolism","200","17","143","3.4685314685314683","2.1468531468531467","27.202797202797203","1.6832"
"39","color-agents-by-metabolism","200","12","156","3.769230769230769","2.3076923076923075","22.762820512820515","1.6648"
"36","color-agents-by-metabolism","200","22","130","3.830769230769231","2.023076923076923","36.33846153846154","1.6904"
"38","color-agents-by-metabolism","200","11","165","3.3575757575757574","2.2","22.78181818181818","1.654"
"34","color-agents-by-metabolism","200","25","132","3.772727272727273","2.2196969696969697","37.84848484848485","1.682"
"40","color-agents-by-metabolism","200","10","162","3.9444444444444446","2.3333333333333335","21.444444444444443","1.658"
"35","color-agents-by-metabolism","200","24","127","4.0078740157480315","2.0393700787401574","39.68503937007874","1.6916"
"37","color-agents-by-metabolism","200","18","141","3.475177304964539","2.1560283687943262","28.326241134751772","1.6844"
"39","color-agents-by-metabolism","200","13","156","3.769230769230769","2.3076923076923075","23.365384615384617","1.6672"
"34","color-agents-by-metabolism","200","26","132","3.772727272727273","2.2196969696969697","38.77272727272727","1.6828"
"38","color-agents-by-metabolism","200","12","162","3.3703703703703702","2.1666666666666665","23.932098765432098","1.6568"
"40","color-agents-by-metabolism","200","11","160","3.9625","2.3125","22.2875","1.6612"
"37","color-agents-by-metabolism","200","19","139","3.5035971223021583","2.1654676258992804","29.496402877697843","1.6848"
"34","color-agents-by-metabolism","200","27","132","3.772727272727273","2.2196969696969697","39.696969696969695","1.6828"
"36","color-agents-by-metabolism","200","23","128","3.875","2.015625","37.90625","1.6924"
"39","color-agents-by-metabolism","200","14","150","3.8133333333333335","2.2666666666666666","24.926666666666666","1.6672"
"35","color-agents-by-metabolism","200","25","125","4.024","2.024","41.376","1.6924"
"38","color-agents-by-metabolism","200","13","161","3.372670807453416","2.1552795031055902","24.84472049689441","1.6592"
"37","color-agents-by-metabolism","200","20","138","3.4927536231884058","2.1594202898550723","30.492753623188406","1.6852"
"41","color-agents-by-metabolism","250","0","250","3.404","2.496","14.696","1.8488"
"40","color-agents-by-metabolism","200","12","157","3.961783439490446","2.286624203821656","23.318471337579616","1.6628"
"39","color-agents-by-metabolism","200","15","148","3.831081081081081","2.2567567567567566","25.93918918918919","1.6728"
"35","color-agents-by-metabolism","200","26","125","4.024","2.024","42.448","1.694"
"36","color-agents-by-metabolism","200","24","128","3.875","2.015625","38.921875","1.6936"
"37","color-agents-by-metabolism","200","21","137","3.510948905109489","2.145985401459854","31.51094890510949","1.686"
"40","color-agents-by-metabolism","200","13","154","3.9805194805194803","2.272727272727273","24.42207792207792","1.6652"
"38","color-agents-by-metabolism","200","14","160","3.3625","2.15625","25.775","1.6604"
"39","color-agents-by-metabolism","200","16","143","3.825174825174825","2.202797202797203","27.55944055944056","1.6744"
"35","color-agents-by-metabolism","200","27","125","4.024","2.024","43.52","1.694"
"37","color-agents-by-metabolism","200","22","136","3.5294117647058822","2.1323529411764706","32.55882352941177","1.6868"
"41","color-agents-by-metabolism","250","1","250","3.404","2.496","14.56","1.6128"
"38","color-agents-by-metabolism","200","15","153","3.411764705882353","2.111111111111111","27.77124183006536","1.6608"
"39","color-agents-by-metabolism","200","17","141","3.8226950354609928","2.1773049645390072","28.71631205673759","1.6796"
"36","color-agents-by-metabolism","200","25","125","3.912","2.008","40.896","1.6936"
"40","color-agents-by-metabolism","200","14","152","3.9934210526315788","2.2697368421052633","25.42105263157895","1.6676"
"37","color-agents-by-metabolism","200","23","133","3.518796992481203","2.112781954887218","34.13533834586466","1.688"
"39","color-agents-by-metabolism","200","18","139","3.841726618705036","2.179856115107914","29.92086330935252","1.682"
"38","color-agents-by-metabolism","200","16","151","3.423841059602649","2.1125827814569536","29.019867549668874","1.6664"
"40","color-agents-by-metabolism","200","15","151","3.980132450331126","2.2582781456953644","26.28476821192053","1.6688"
"41","color-agents-by-metabolism","250","2","248","3.407258064516129","2.4838709677419355","14.637096774193548","1.6036"
"39","color-agents-by-metabolism","200","19","138","3.8550724637681157","2.1884057971014492","30.94927536231884","1.6828"
"40","color-agents-by-metabolism","200","16","150","3.986666666666667","2.2533333333333334","27.166666666666668","1.67"
"38","color-agents-by-metabolism","200","17","147","3.4489795918367347","2.0884353741496597","30.741496598639454","1.6664"
"39","color-agents-by-metabolism","200","20","137","3.854014598540146","2.18978102189781","32","1.6828"
"37","color-agents-by-metabolism","200","24","133","3.518796992481203","2.112781954887218","35","1.6904"
"42","color-agents-by-metabolism","250","0","250","3.552","2.476","15.296","1.8488"
"36","color-agents-by-metabolism","200","26","125","3.912","2.008","41.96","1.6952"
"40","color-agents-by-metabolism","200","17","149","4","2.2550335570469797","28.06711409395973","1.6708"
"41","color-agents-by-metabolism","250","3","238","3.403361344537815","2.436974789915966","15.289915966386555","1.6016"
"39","color-agents-by-metabolism","200","21","135","3.8740740740740742","2.185185185185185","33.318518518518516","1.6832"
"38","color-agents-by-metabolism","200","18","146","3.458904109589041","2.0753424657534247","31.91780821917808","1.6696"
"37","color-agents-by-metabolism","200","25","132","3.537878787878788","2.121212121212121","36.13636363636363","1.6904"
"40","color-agents-by-metabolism","200","18","148","4.013513513513513","2.2432432432432434","28.986486486486488","1.6712"
"39","color-agents-by-metabolism","200","22","130","3.8846153846153846","2.1307692307692307","35.49230769230769","1.6844"
"36","color-agents-by-metabolism","200","27","125","3.912","2.008","43.024","1.6952"
"37","color-agents-by-metabolism","200","26","132","3.537878787878788","2.121212121212121","37.015151515151516","1.6904"
"42","color-agents-by-metabolism","250","1","250","3.552","2.476","15.184","1.6124"
"41","color-agents-by-metabolism","250","4","230","3.417391304347826","2.3956521739130436","15.969565217391304","1.6052"
"40","color-agents-by-metabolism","200","19","147","4.020408163265306","2.238095238095238","29.92517006802721","1.6724"
"43","color-agents-by-metabolism","250","0","250","3.44","2.424","15.392","1.8488"
"39","color-agents-by-metabolism","200","23","128","3.875","2.1015625","36.9921875","1.6896"
"40","color-agents-by-metabolism","200","20","141","4.049645390070922","2.198581560283688","31.97872340425532","1.6732"
"37","color-agents-by-metabolism","200","27","132","3.537878787878788","2.121212121212121","37.89393939393939","1.6904"
"39","color-agents-by-metabolism","200","24","127","3.8661417322834644","2.094488188976378","38.25196850393701","1.692"
"40","color-agents-by-metabolism","200","21","140","4.064285714285714","2.2","33.035714285714285","1.6784"
"41","color-agents-by-metabolism","250","5","228","3.4035087719298245","2.3815789473684212","16.333333333333332","1.6088"
"43","color-agents-by-metabolism","250","1","250","3.44","2.424","15.376","1.608"
"38","color-agents-by-metabolism","200","19","145","3.4482758620689653","2.0689655172413794","33.11724137931034","1.6708"
"39","color-agents-by-metabolism","200","25","123","3.886178861788618","2.073170731707317","40.50406504065041","1.6928"
"40","color-agents-by-metabolism","200","22","138","4.065217391304348","2.181159420289855","34.36231884057971","1.6788"
"41","color-agents-by-metabolism","250","6","223","3.4170403587443947","2.3632286995515694","16.95067264573991","1.61"
"38","color-agents-by-metabolism","200","20","142","3.443661971830986","2.035211267605634","34.82394366197183","1.6716"
"39","color-agents-by-metabolism","200","26","123","3.886178861788618","2.073170731707317","41.54471544715447","1.6956"
"40","color-agents-by-metabolism","200","23","136","4.0661764705882355","2.1691176470588234","35.74264705882353","1.6808"
"43","color-agents-by-metabolism","250","2","247","3.465587044534413","2.408906882591093","15.639676113360323","1.6"
"40","color-agents-by-metabolism","200","24","133","4.06015037593985","2.1578947368421053","37.45864661654135","1.6824"
"38","color-agents-by-metabolism","200","21","137","3.4671532846715327","1.9854014598540146","37.160583941605836","1.6748"
"39","color-agents-by-metabolism","200","27","123","3.886178861788618","2.073170731707317","42.58536585365854","1.6956"
"41","color-agents-by-metabolism","250","7","215","3.4465116279069767","2.3302325581395347","17.92093023255814","1.6116"
"42","color-agents-by-metabolism","250","2","247","3.5668016194331984","2.465587044534413","15.31578947368421","1.6072"
"40","color-agents-by-metabolism","200","25","132","4.083333333333333","2.159090909090909","38.68181818181818","1.6844"
"43","color-agents-by-metabolism","250","3","245","3.4816326530612245","2.3959183673469386","15.89795918367347","1.5992"
"38","color-agents-by-metabolism","200","22","136","3.485294117647059","1.9852941176470589","38.544117647058826","1.6796"
"40","color-agents-by-metabolism","200","26","132","4.083333333333333","2.159090909090909","39.628787878787875","1.6848"
"41","color-agents-by-metabolism","250","8","208","3.480769230769231","2.2884615384615383","18.9375","1.6156"
"42","color-agents-by-metabolism","250","3","242","3.5867768595041323","2.4338842975206614","15.62396694214876","1.6072"
"44","color-agents-by-metabolism","250","0","250","3.548","2.408","14.68","1.8488"
"38","color-agents-by-metabolism","200","23","135","3.5037037037037035","1.9851851851851852","39.955555555555556","1.68"
"40","color-agents-by-metabolism","200","27","132","4.083333333333333","2.159090909090909","40.57575757575758","1.6848"
"43","color-agents-by-metabolism","250","4","243","3.48559670781893","2.382716049382716","16.19753086419753","1.5992"
"38","color-agents-by-metabolism","200","24","133","3.4962406015037595","1.9699248120300752","41.70676691729323","1.6804"
"41","color-agents-by-metabolism","250","9","205","3.4829268292682927","2.2780487804878047","19.673170731707316","1.6212"
"42","color-agents-by-metabolism","250","4","239","3.6192468619246863","2.418410041841004","15.853556485355648","1.6108"
"38","color-agents-by-metabolism","200","25","131","3.49618320610687","1.9465648854961832","43.52671755725191","1.682"
"41","color-agents-by-metabolism","250","10","198","3.5","2.242424242424242","20.86868686868687","1.6232"
"43","color-agents-by-metabolism","250","5","238","3.4873949579831933","2.3529411764705883","16.735294117647058","1.6"
"38","color-agents-by-metabolism","200","26","131","3.49618320610687","1.9465648854961832","44.725190839694655","1.684"
"42","color-agents-by-metabolism","250","5","229","3.650655021834061","2.3799126637554586","16.641921397379914","1.6112"
"43","color-agents-by-metabolism","250","6","228","3.508771929824561","2.293859649122807","17.732456140350877","1.6032"
"44","color-agents-by-metabolism","250","1","250","3.548","2.408","14.752","1.6008"
"41","color-agents-by-metabolism","250","11","192","3.4635416666666665","2.2083333333333335","22.078125","1.6284"
"38","color-agents-by-metabolism","200","27","131","3.49618320610687","1.9465648854961832","45.9236641221374","1.684"
"46","color-agents-by-metabolism","250","0","250","3.448","2.508","14.832","1.8488"
"42","color-agents-by-metabolism","250","6","221","3.683257918552036","2.330316742081448","17.46153846153846","1.616"
"41","color-agents-by-metabolism","250","12","184","3.5434782608695654","2.1630434782608696","23.679347826086957","1.6328"
"43","color-agents-by-metabolism","250","7","222","3.5315315315315314","2.265765765765766","18.59009009009009","1.6076"
"41","color-agents-by-metabolism","250","13","181","3.56353591160221","2.149171270718232","24.790055248618785","1.638"
"46","color-agents-by-metabolism","250","1","250","3.448","2.508","14.884","1.5928"
"42","color-agents-by-metabolism","250","7","215","3.688372093023256","2.2930232558139534","18.251162790697673","1.6188"
"43","color-agents-by-metabolism","250","8","214","3.546728971962617","2.2196261682242993","19.738317757009344","1.6112"
"45","color-agents-by-metabolism","250","0","250","3.42","2.524","15.228","1.8488"
"41","color-agents-by-metabolism","250","14","179","3.558659217877095","2.1508379888268156","25.810055865921786","1.64"
"42","color-agents-by-metabolism","250","8","207","3.6714975845410627","2.236714975845411","19.32367149758454","1.622"
"46","color-agents-by-metabolism","250","2","248","3.4556451612903225","2.495967741935484","15.10483870967742","1.5888"
"47","color-agents-by-metabolism","250","0","250","3.392","2.608","15.248","1.8488"
"43","color-agents-by-metabolism","250","9","208","3.576923076923077","2.1778846153846154","20.841346153846153","1.6148"
"41","color-agents-by-metabolism","250","15","178","3.556179775280899","2.146067415730337","26.713483146067414","1.6408"
"42","color-agents-by-metabolism","250","9","201","3.7313432835820897","2.218905472636816","20.3681592039801","1.628"
"43","color-agents-by-metabolism","250","10","203","3.6108374384236455","2.1576354679802954","21.950738916256157","1.6192"
"46","color-agents-by-metabolism","250","3","242","3.4710743801652892","2.4710743801652892","15.62809917355372","1.5884"
"47","color-agents-by-metabolism","250","1","250","3.392","2.608","15.076","1.6052"
"41","color-agents-by-metabolism","250","16","177","3.553672316384181","2.1412429378531073","27.63276836158192","1.6416"
"45","color-agents-by-metabolism","250","1","250","3.42","2.524","14.964","1.6228"
"42","color-agents-by-metabolism","250","10","190","3.7526315789473683","2.1526315789473682","22.1","1.6304"
"43","color-agents-by-metabolism","250","11","196","3.6377551020408165","2.122448979591837","23.413265306122447","1.6216"
"44","color-agents-by-metabolism","250","2","249","3.5582329317269075","2.4016064257028114","14.951807228915662","1.5948"
"46","color-agents-by-metabolism","250","4","236","3.5","2.4364406779661016","16.24576271186441","1.5892"
"41","color-agents-by-metabolism","250","17","174","3.5919540229885056","2.1551724137931036","28.896551724137932","1.6424"
"47","color-agents-by-metabolism","250","2","248","3.403225806451613","2.596774193548387","15.096774193548388","1.6004"
"45","color-agents-by-metabolism","250","2","249","3.4216867469879517","2.5180722891566263","14.85140562248996","1.6136"
"42","color-agents-by-metabolism","250","11","186","3.7419354838709675","2.1344086021505375","23.225806451612904","1.6376"
"43","color-agents-by-metabolism","250","12","195","3.641025641025641","2.112820512820513","24.26153846153846","1.6256"
"48","color-agents-by-metabolism","250","0","250","3.412","2.372","14.952","1.8488"
"41","color-agents-by-metabolism","250","18","172","3.5988372093023258","2.1569767441860463","30.046511627906977","1.6428"
"46","color-agents-by-metabolism","250","5","232","3.478448275862069","2.4224137931034484","16.801724137931036","1.5936"
"44","color-agents-by-metabolism","250","3","242","3.590909090909091","2.3801652892561984","15.578512396694215","1.5928"
"47","color-agents-by-metabolism","250","3","245","3.4204081632653063","2.5877551020408163","15.2","1.5996"
"42","color-agents-by-metabolism","250","12","184","3.766304347826087","2.125","24.157608695652176","1.64"
"43","color-agents-by-metabolism","250","13","192","3.6510416666666665","2.09375","25.395833333333332","1.6268"
"41","color-agents-by-metabolism","250","19","171","3.590643274853801","2.1578947368421053","31.05263157894737","1.6436"
"45","color-agents-by-metabolism","250","3","239","3.426778242677824","2.4728033472803346","15.359832635983263","1.6116"
"48","color-agents-by-metabolism","250","1","250","3.412","2.372","15.048","1.602"
"42","color-agents-by-metabolism","250","13","182","3.7527472527472527","2.1153846153846154","25.13736263736264","1.6408"
"46","color-agents-by-metabolism","250","6","224","3.5089285714285716","2.4017857142857144","17.732142857142858","1.5964"
"44","color-agents-by-metabolism","250","4","239","3.594142259414226","2.3682008368200838","16.02510460251046","1.5948"
"47","color-agents-by-metabolism","250","4","239","3.426778242677824","2.5564853556485354","15.531380753138075","1.6012"
"41","color-agents-by-metabolism","250","20","168","3.607142857142857","2.1488095238095237","32.458333333333336","1.644"
"43","color-agents-by-metabolism","250","14","189","3.624338624338624","2.0634920634920637","26.582010582010582","1.6288"
