[run number],visualization,initial-population,[step],count turtles,mean [vision] of turtles,mean [metabolism] of turtles,mean [sugar] of turtles,mean [psugar] of patches
48,color-agents-by-metabolism,250,5,226,3.50884955752212,2.24778761061947,17.8761061946903,1.5968
47,color-agents-by-metabolism,250,8,199,3.4572864321608,2.39195979899497,19.4321608040201,1.6188
41,color-agents-by-metabolism,250,25,154,3.70779220779221,2.07792207792208,40.2857142857143,1.6536
44,color-agents-by-metabolism,250,9,204,3.68137254901961,2.19117647058824,21.1372549019608,1.6152
42,color-agents-by-metabolism,250,19,174,3.77586206896552,2.09195402298851,30.9885057471264,1.646
43,color-agents-by-metabolism,250,20,179,3.67039106145251,2.0391061452514,33.1899441340782,1.6352
46,color-agents-by-metabolism,250,11,200,3.555,2.27,22.535,1.612
45,color-agents-by-metabolism,250,9,200,3.545,2.315,19.425,1.6268
47,color-agents-by-metabolism,250,9,191,3.45549738219895,2.33507853403141,20.7329842931937,1.6224
48,color-agents-by-metabolism,250,6,216,3.54166666666667,2.19444444444444,19.2268518518519,1.602
41,color-agents-by-metabolism,250,26,154,3.70779220779221,2.07792207792208,41.3246753246753,1.6568
43,color-agents-by-metabolism,250,21,178,3.6685393258427,2.03932584269663,34.2808988764045,1.6384
44,color-agents-by-metabolism,250,10,201,3.70646766169154,2.16915422885572,22.0995024875622,1.6192
46,color-agents-by-metabolism,250,12,199,3.5678391959799,2.26130653266332,23.3015075376884,1.6156
45,color-agents-by-metabolism,250,10,194,3.57731958762887,2.29896907216495,20.4536082474227,1.6312
42,color-agents-by-metabolism,250,20,172,3.77906976744186,2.06976744186047,32.1627906976744,1.6472
47,color-agents-by-metabolism,250,10,189,3.46560846560847,2.32275132275132,21.4973544973545,1.6292
43,color-agents-by-metabolism,250,22,175,3.66285714285714,2.01714285714286,35.7942857142857,1.6388
48,color-agents-by-metabolism,250,7,210,3.55714285714286,2.16190476190476,20.4,1.6072
46,color-agents-by-metabolism,250,13,195,3.56410256410256,2.25641025641026,24.4564102564103,1.6164
41,color-agents-by-metabolism,250,27,154,3.70779220779221,2.07792207792208,42.3636363636364,1.6568
42,color-agents-by-metabolism,250,21,170,3.79411764705882,2.07058823529412,33.3764705882353,1.6496
45,color-agents-by-metabolism,250,11,188,3.56914893617021,2.26063829787234,21.6010638297872,1.6344
47,color-agents-by-metabolism,250,11,183,3.51366120218579,2.28415300546448,22.792349726776,1.6308
44,color-agents-by-metabolism,250,11,195,3.73333333333333,2.13333333333333,23.4666666666667,1.6212
48,color-agents-by-metabolism,250,8,206,3.52912621359223,2.13106796116505,21.4757281553398,1.6124
46,color-agents-by-metabolism,250,14,194,3.57731958762887,2.25773195876289,25.2835051546392,1.6184
42,color-agents-by-metabolism,250,22,166,3.78313253012048,2.04819277108434,35.0481927710843,1.6504
43,color-agents-by-metabolism,250,23,172,3.66860465116279,2.00581395348837,37.3779069767442,1.6416
44,color-agents-by-metabolism,250,12,189,3.77248677248677,2.08994708994709,24.973544973545,1.6252
48,color-agents-by-metabolism,250,9,203,3.50738916256158,2.10837438423645,22.512315270936,1.6148
47,color-agents-by-metabolism,250,12,180,3.54444444444444,2.26111111111111,23.8166666666667,1.6356
42,color-agents-by-metabolism,250,23,165,3.77575757575758,2.04242424242424,36.1636363636364,1.6532
46,color-agents-by-metabolism,250,15,191,3.55497382198953,2.2303664921466,26.3979057591623,1.6188
45,color-agents-by-metabolism,250,12,178,3.56741573033708,2.20224719101124,23.3988764044944,1.6388
43,color-agents-by-metabolism,250,24,167,3.70059880239521,1.96407185628743,39.502994011976,1.6436
44,color-agents-by-metabolism,250,13,183,3.80874316939891,2.04371584699454,26.655737704918,1.6292
42,color-agents-by-metabolism,250,24,162,3.79012345679012,2.02469135802469,37.7592592592593,1.654
47,color-agents-by-metabolism,250,13,177,3.54802259887006,2.24858757062147,24.909604519774,1.638
48,color-agents-by-metabolism,250,10,197,3.51269035532995,2.06091370558376,23.9593908629442,1.618
46,color-agents-by-metabolism,250,16,190,3.56842105263158,2.22105263157895,27.2736842105263,1.6224
43,color-agents-by-metabolism,250,25,167,3.70059880239521,1.96407185628743,40.5389221556886,1.6484
44,color-agents-by-metabolism,250,14,179,3.81564245810056,2.01675977653631,28.1675977653631,1.6336
42,color-agents-by-metabolism,250,25,155,3.79354838709677,1.9741935483871,40.4516129032258,1.6564
47,color-agents-by-metabolism,250,14,177,3.54802259887006,2.24858757062147,25.6158192090395,1.6396
45,color-agents-by-metabolism,250,13,174,3.56896551724138,2.17816091954023,24.6034482758621,1.646
48,color-agents-by-metabolism,250,11,196,3.51530612244898,2.05612244897959,24.8979591836735,1.6228
46,color-agents-by-metabolism,250,17,188,3.57978723404255,2.20744680851064,28.313829787234,1.6236
43,color-agents-by-metabolism,250,26,167,3.70059880239521,1.96407185628743,41.5748502994012,1.6484
42,color-agents-by-metabolism,250,26,155,3.79354838709677,1.9741935483871,41.4838709677419,1.6624
45,color-agents-by-metabolism,250,14,171,3.56140350877193,2.14619883040936,25.7368421052632,1.6492
47,color-agents-by-metabolism,250,15,172,3.56395348837209,2.22674418604651,27.0872093023256,1.6396
46,color-agents-by-metabolism,250,18,184,3.59782608695652,2.19565217391304,29.7119565217391,1.6252
44,color-agents-by-metabolism,250,15,178,3.8314606741573,2.01123595505618,29.2696629213483,1.6372
48,color-agents-by-metabolism,250,12,193,3.51295336787565,2.03108808290155,26.1295336787565,1.6232
43,color-agents-by-metabolism,250,27,167,3.70059880239521,1.96407185628743,42.6107784431138,1.6484
49,color-agents-by-metabolism,250,0,250,3.508,2.52,14.884,1.8488
42,color-agents-by-metabolism,250,27,155,3.79354838709677,1.9741935483871,42.5161290322581,1.6624
47,color-agents-by-metabolism,250,16,171,3.55555555555556,2.21637426900585,28.0058479532164,1.6436
45,color-agents-by-metabolism,250,15,170,3.56470588235294,2.14117647058824,26.6117647058824,1.6528
48,color-agents-by-metabolism,250,13,191,3.52879581151832,2.01047120418848,27.2879581151832,1.6252
46,color-agents-by-metabolism,250,19,183,3.59016393442623,2.19125683060109,30.6830601092896,1.628
49,color-agents-by-metabolism,250,1,250,3.508,2.52,14.82,1.6032
45,color-agents-by-metabolism,250,16,168,3.58333333333333,2.14285714285714,27.6666666666667,1.6536
47,color-agents-by-metabolism,250,17,167,3.59281437125748,2.20958083832335,29.4610778443114,1.6448
46,color-agents-by-metabolism,250,20,180,3.59444444444444,2.17777777777778,32.0222222222222,1.6288
47,color-agents-by-metabolism,250,18,165,3.61818181818182,2.19393939393939,30.6363636363636,1.6472
45,color-agents-by-metabolism,250,17,164,3.59146341463415,2.1219512195122,29.109756097561,1.6544
46,color-agents-by-metabolism,250,21,177,3.5819209039548,2.14689265536723,33.4237288135593,1.6312
47,color-agents-by-metabolism,250,19,162,3.62962962962963,2.19753086419753,32.0493827160494,1.6492
48,color-agents-by-metabolism,250,14,190,3.52631578947368,2.00526315789474,28.3315789473684,1.6268
45,color-agents-by-metabolism,250,18,160,3.59375,2.09375,30.65,1.6576
49,color-agents-by-metabolism,250,2,246,3.52439024390244,2.50406504065041,15.0487804878049,1.5988
46,color-agents-by-metabolism,250,22,174,3.56896551724138,2.14367816091954,34.8908045977011,1.6348
47,color-agents-by-metabolism,250,20,160,3.6375,2.19375,33.325,1.6504
44,color-agents-by-metabolism,250,16,175,3.84,1.98857142857143,30.7371428571429,1.638
48,color-agents-by-metabolism,250,15,188,3.52659574468085,2,29.5478723404255,1.6276
45,color-agents-by-metabolism,250,19,159,3.61006289308176,2.08805031446541,31.6918238993711,1.6608
46,color-agents-by-metabolism,250,23,172,3.56976744186047,2.1453488372093,36.2151162790698,1.6364
47,color-agents-by-metabolism,250,21,159,3.64779874213836,2.18238993710692,34.4276729559748,1.6516
49,color-agents-by-metabolism,250,3,240,3.55416666666667,2.47916666666667,15.4791666666667,1.5984
45,color-agents-by-metabolism,250,20,157,3.61783439490446,2.07643312101911,32.9617834394904,1.6616
44,color-agents-by-metabolism,250,17,175,3.84,1.98857142857143,31.72,1.6408
46,color-agents-by-metabolism,250,24,172,3.56976744186047,2.1453488372093,37.1453488372093,1.6372
47,color-agents-by-metabolism,250,22,155,3.66451612903226,2.14838709677419,36.2387096774194,1.6528
45,color-agents-by-metabolism,250,21,156,3.61538461538462,2.07692307692308,34.0576923076923,1.6632
44,color-agents-by-metabolism,250,18,173,3.86705202312139,1.97687861271676,33.0809248554913,1.6408
48,color-agents-by-metabolism,250,16,187,3.53475935828877,2,30.6363636363636,1.6288
46,color-agents-by-metabolism,250,25,170,3.57058823529412,2.12352941176471,38.5235294117647,1.6372
49,color-agents-by-metabolism,250,4,234,3.58119658119658,2.46153846153846,16.0213675213675,1.5996
47,color-agents-by-metabolism,250,23,154,3.68181818181818,2.15584415584416,37.4285714285714,1.6568
45,color-agents-by-metabolism,250,22,155,3.63225806451613,2.07096774193548,35.1741935483871,1.6636
44,color-agents-by-metabolism,250,19,169,3.87573964497041,1.95266272189349,34.8934911242604,1.6424
46,color-agents-by-metabolism,250,26,170,3.57058823529412,2.12352941176471,39.4764705882353,1.6396
48,color-agents-by-metabolism,250,17,185,3.51351351351351,1.98378378378378,31.9135135135135,1.6292
47,color-agents-by-metabolism,250,24,153,3.69934640522876,2.1437908496732,38.640522875817,1.6568
49,color-agents-by-metabolism,250,5,227,3.59471365638767,2.43171806167401,16.7180616740088,1.6008
45,color-agents-by-metabolism,250,23,152,3.63815789473684,2.05263157894737,36.7894736842105,1.6644
50,color-agents-by-metabolism,250,0,250,3.404,2.56,14.74,1.8488
44,color-agents-by-metabolism,250,20,168,3.89285714285714,1.95238095238095,36.1607142857143,1.6456
46,color-agents-by-metabolism,250,27,170,3.57058823529412,2.12352941176471,40.4294117647059,1.6396
47,color-agents-by-metabolism,250,25,151,3.70860927152318,2.12582781456954,40.1390728476821,1.658
48,color-agents-by-metabolism,250,18,183,3.53005464480874,1.97814207650273,33.2295081967213,1.6312
45,color-agents-by-metabolism,250,24,150,3.66,2.04,38.2333333333333,1.6668
44,color-agents-by-metabolism,250,21,165,3.92121212121212,1.94545454545455,37.9030303030303,1.646
49,color-agents-by-metabolism,250,6,224,3.60267857142857,2.41071428571429,17.2098214285714,1.6048
47,color-agents-by-metabolism,250,26,151,3.70860927152318,2.12582781456954,41.1390728476821,1.66
48,color-agents-by-metabolism,250,19,179,3.53072625698324,1.94972067039106,34.9720670391061,1.6324
45,color-agents-by-metabolism,250,25,149,3.65771812080537,2.02684563758389,39.4630872483221,1.6684
50,color-agents-by-metabolism,250,1,250,3.404,2.56,14.7,1.5968
47,color-agents-by-metabolism,250,27,151,3.70860927152318,2.12582781456954,42.1390728476821,1.66
51,color-agents-by-metabolism,300,0,300,3.46,2.63333333333333,14.3266666666667,1.8488
49,color-agents-by-metabolism,250,7,219,3.63926940639269,2.38356164383562,17.9223744292237,1.606
48,color-agents-by-metabolism,250,20,177,3.54237288135593,1.94350282485876,36.4067796610169,1.6356
50,color-agents-by-metabolism,250,2,246,3.42682926829268,2.54065040650406,14.9918699186992,1.5892
49,color-agents-by-metabolism,250,8,207,3.68599033816425,2.34782608695652,19.3574879227053,1.6084
45,color-agents-by-metabolism,250,26,149,3.65771812080537,2.02684563758389,40.4429530201342,1.6696
51,color-agents-by-metabolism,300,1,300,3.46,2.63333333333333,14.2,1.548
44,color-agents-by-metabolism,250,22,164,3.91463414634146,1.93292682926829,39.25,1.6472
48,color-agents-by-metabolism,250,21,175,3.54285714285714,1.93142857142857,37.8857142857143,1.6368
50,color-agents-by-metabolism,250,3,243,3.44444444444444,2.52263374485597,15.3004115226337,1.5876
52,color-agents-by-metabolism,300,0,300,3.52,2.45666666666667,14.8633333333333,1.8488
45,color-agents-by-metabolism,250,27,149,3.65771812080537,2.02684563758389,41.4228187919463,1.6696
49,color-agents-by-metabolism,250,9,199,3.67336683417085,2.30150753768844,20.6381909547739,1.6152
48,color-agents-by-metabolism,250,22,175,3.54285714285714,1.93142857142857,38.96,1.6384
51,color-agents-by-metabolism,300,2,298,3.47651006711409,2.6241610738255,14.2651006711409,1.5376
44,color-agents-by-metabolism,250,23,162,3.94444444444444,1.92592592592593,40.8703703703704,1.6484
50,color-agents-by-metabolism,250,4,239,3.45606694560669,2.5020920502092,15.7196652719665,1.5884
48,color-agents-by-metabolism,250,23,173,3.5606936416185,1.90751445086705,40.4971098265896,1.6384
49,color-agents-by-metabolism,250,10,194,3.69587628865979,2.27319587628866,21.7525773195876,1.6212
44,color-agents-by-metabolism,250,24,161,3.93167701863354,1.91304347826087,42.2795031055901,1.6496
52,color-agents-by-metabolism,300,1,300,3.52,2.45666666666667,15.02,1.5352
51,color-agents-by-metabolism,300,3,295,3.48474576271186,2.6135593220339,14.4135593220339,1.536
48,color-agents-by-metabolism,250,24,170,3.56470588235294,1.9,42.3294117647059,1.6408
50,color-agents-by-metabolism,250,5,235,3.45957446808511,2.48510638297872,16.1914893617021,1.5912
49,color-agents-by-metabolism,250,11,187,3.71122994652406,2.22994652406417,23.2139037433155,1.6248
53,color-agents-by-metabolism,300,0,300,3.54,2.45333333333333,14.17,1.8488
44,color-agents-by-metabolism,250,25,160,3.9375,1.91875,43.7125,1.6508
51,color-agents-by-metabolism,300,4,287,3.5191637630662,2.59233449477352,14.8641114982578,1.538
48,color-agents-by-metabolism,250,25,167,3.55688622754491,1.88622754491018,44.2455089820359,1.6424
49,color-agents-by-metabolism,250,12,183,3.73770491803279,2.19125683060109,24.4262295081967,1.6304
50,color-agents-by-metabolism,250,6,231,3.46753246753247,2.46753246753247,16.7056277056277,1.5944
52,color-agents-by-metabolism,300,2,299,3.52508361204013,2.45150501672241,15.314381270903,1.5248
44,color-agents-by-metabolism,250,26,160,3.9375,1.91875,44.8875,1.6508
53,color-agents-by-metabolism,300,1,300,3.54,2.45333333333333,14.13,1.5592
49,color-agents-by-metabolism,250,13,180,3.74444444444444,2.16111111111111,25.5888888888889,1.6344
48,color-agents-by-metabolism,250,26,167,3.55688622754491,1.88622754491018,45.4191616766467,1.6444
50,color-agents-by-metabolism,250,7,226,3.48230088495575,2.43805309734513,17.353982300885,1.5968
51,color-agents-by-metabolism,300,5,279,3.51971326164875,2.57706093189964,15.4014336917563,1.5404
44,color-agents-by-metabolism,250,27,160,3.9375,1.91875,46.0625,1.6508
52,color-agents-by-metabolism,300,3,293,3.53242320819113,2.42662116040956,15.901023890785,1.5244
48,color-agents-by-metabolism,250,27,167,3.55688622754491,1.88622754491018,46.5928143712575,1.6444
50,color-agents-by-metabolism,250,8,217,3.47004608294931,2.39170506912442,18.4285714285714,1.6008
53,color-agents-by-metabolism,300,2,298,3.55369127516779,2.44295302013423,14.2852348993289,1.5488
49,color-agents-by-metabolism,250,14,177,3.71751412429379,2.12994350282486,26.8079096045198,1.6376
51,color-agents-by-metabolism,300,6,268,3.5410447761194,2.5410447761194,16.205223880597,1.5444
52,color-agents-by-metabolism,300,4,285,3.57894736842105,2.39649122807018,16.6982456140351,1.5276
50,color-agents-by-metabolism,250,9,211,3.51658767772512,2.37440758293839,19.3838862559242,1.6056
49,color-agents-by-metabolism,250,15,174,3.70689655172414,2.1264367816092,28.0862068965517,1.6412
51,color-agents-by-metabolism,300,7,264,3.54166666666667,2.53409090909091,16.6931818181818,1.5512
52,color-agents-by-metabolism,300,5,279,3.57706093189964,2.36559139784946,17.4767025089606,1.5296
53,color-agents-by-metabolism,300,3,293,3.55972696245734,2.42662116040956,14.6313993174061,1.5476
50,color-agents-by-metabolism,250,10,205,3.49756097560976,2.34146341463415,20.4439024390244,1.6088
49,color-agents-by-metabolism,250,16,173,3.71676300578035,2.11560693641619,29.0867052023121,1.6428
52,color-agents-by-metabolism,300,6,273,3.55677655677656,2.33699633699634,18.3333333333333,1.534
50,color-agents-by-metabolism,250,11,200,3.49,2.325,21.51,1.6132
49,color-agents-by-metabolism,250,17,173,3.71676300578035,2.11560693641619,29.9306358381503,1.644
54,color-agents-by-metabolism,300,0,300,3.36333333333333,2.50333333333333,15.2066666666667,1.8488
51,color-agents-by-metabolism,300,8,258,3.54263565891473,2.50387596899225,17.3488372093023,1.554
53,color-agents-by-metabolism,300,4,289,3.56747404844291,2.41176470588235,14.9757785467128,1.5488
49,color-agents-by-metabolism,250,18,171,3.70760233918129,2.10526315789474,31.1345029239766,1.644
50,color-agents-by-metabolism,250,12,194,3.51030927835052,2.29896907216495,22.7835051546392,1.6164
52,color-agents-by-metabolism,300,7,268,3.55970149253731,2.30597014925373,19.205223880597,1.538
51,color-agents-by-metabolism,300,9,252,3.53174603174603,2.46825396825397,18.0833333333333,1.5596
54,color-agents-by-metabolism,300,1,300,3.36333333333333,2.50333333333333,15.1033333333333,1.5608
50,color-agents-by-metabolism,250,13,190,3.51578947368421,2.27894736842105,23.9263157894737,1.6208
53,color-agents-by-metabolism,300,5,272,3.5625,2.33455882352941,16.1139705882353,1.5504
52,color-agents-by-metabolism,300,8,263,3.57794676806084,2.28136882129278,20.148288973384,1.542
51,color-agents-by-metabolism,300,10,242,3.5702479338843,2.44214876033058,19.202479338843,1.5648
49,color-agents-by-metabolism,250,19,167,3.72455089820359,2.07185628742515,32.7664670658683,1.6456
50,color-agents-by-metabolism,250,14,190,3.51578947368421,2.27894736842105,24.6105263157895,1.6236
55,color-agents-by-metabolism,300,0,300,3.59666666666667,2.56,14.9566666666667,1.8488
54,color-agents-by-metabolism,300,2,299,3.36789297658863,2.50167224080268,15.1538461538462,1.5484
49,color-agents-by-metabolism,250,20,163,3.73006134969325,2.03680981595092,34.5030674846626,1.6496
51,color-agents-by-metabolism,300,11,233,3.59656652360515,2.42489270386266,20.3905579399142,1.5712
53,color-agents-by-metabolism,300,6,262,3.59923664122137,2.29007633587786,17.0687022900763,1.5616
52,color-agents-by-metabolism,300,9,255,3.58039215686275,2.23921568627451,21.4039215686274,1.546
50,color-agents-by-metabolism,250,15,185,3.50810810810811,2.24864864864865,25.9783783783784,1.6236
49,color-agents-by-metabolism,250,21,161,3.71428571428571,2.03105590062112,35.9006211180124,1.6536
55,color-agents-by-metabolism,300,1,300,3.59666666666667,2.56,14.8633333333333,1.5528
54,color-agents-by-metabolism,300,3,295,3.3728813559322,2.48474576271186,15.406779661017,1.5456
50,color-agents-by-metabolism,250,16,182,3.51648351648352,2.24175824175824,27.1483516483516,1.6284
51,color-agents-by-metabolism,300,12,225,3.63111111111111,2.37777777777778,21.6355555555556,1.5768
52,color-agents-by-metabolism,300,10,245,3.57959183673469,2.20408163265306,22.9795918367347,1.5524
53,color-agents-by-metabolism,300,7,254,3.61023622047244,2.25984251968504,18.0354330708661,1.5668
56,color-agents-by-metabolism,300,0,300,3.52333333333333,2.53,15.15,1.8488
49,color-agents-by-metabolism,250,22,159,3.68553459119497,2.0251572327044,37.3459119496855,1.6548
50,color-agents-by-metabolism,250,17,181,3.53038674033149,2.24861878453039,28.060773480663,1.6304
55,color-agents-by-metabolism,300,2,300,3.59666666666667,2.56,14.88,1.5396
52,color-agents-by-metabolism,300,11,237,3.57383966244726,2.16033755274262,24.5316455696202,1.5596
51,color-agents-by-metabolism,300,13,215,3.67441860465116,2.33488372093023,23.2511627906977,1.5836
49,color-agents-by-metabolism,250,23,158,3.68354430379747,2.01898734177215,38.5949367088608,1.656
53,color-agents-by-metabolism,300,8,245,3.62448979591837,2.21224489795918,19.2122448979592,1.5692
54,color-agents-by-metabolism,300,4,289,3.40484429065744,2.47058823529412,15.8166089965398,1.5472
50,color-agents-by-metabolism,250,18,180,3.52222222222222,2.24444444444444,28.9888888888889,1.6304
52,color-agents-by-metabolism,300,12,232,3.5948275862069,2.13362068965517,25.9094827586207,1.566
51,color-agents-by-metabolism,300,14,212,3.68396226415094,2.31603773584906,24.25,1.5912
49,color-agents-by-metabolism,250,24,155,3.69677419354839,1.98709677419355,40.3806451612903,1.6568
55,color-agents-by-metabolism,300,3,297,3.59259259259259,2.55218855218855,15.0909090909091,1.5352
50,color-agents-by-metabolism,250,19,180,3.52222222222222,2.24444444444444,29.7666666666667,1.6312
54,color-agents-by-metabolism,300,5,278,3.40647482014388,2.42446043165468,16.6079136690647,1.5488
56,color-agents-by-metabolism,300,1,300,3.52333333333333,2.53,15.0233333333333,1.5604
49,color-agents-by-metabolism,250,25,155,3.69677419354839,1.98709677419355,41.4451612903226,1.6596
52,color-agents-by-metabolism,300,13,228,3.59210526315789,2.11842105263158,27.2587719298246,1.5692
53,color-agents-by-metabolism,300,9,240,3.65,2.19166666666667,20.2041666666667,1.5756
51,color-agents-by-metabolism,300,15,207,3.69565217391304,2.30917874396135,25.536231884058,1.5944
50,color-agents-by-metabolism,250,20,175,3.53142857142857,2.23428571428571,31.4171428571429,1.6312
49,color-agents-by-metabolism,250,26,155,3.69677419354839,1.98709677419355,42.5096774193548,1.6596
56,color-agents-by-metabolism,300,2,300,3.52333333333333,2.53,14.9933333333333,1.5488
54,color-agents-by-metabolism,300,6,268,3.43283582089552,2.38805970149254,17.4888059701493,1.5544
55,color-agents-by-metabolism,300,4,285,3.60350877192982,2.51929824561403,15.8456140350877,1.536
52,color-agents-by-metabolism,300,14,225,3.61333333333333,2.10222222222222,28.5466666666667,1.5724
50,color-agents-by-metabolism,250,21,171,3.50292397660819,2.21637426900585,33,1.6344
53,color-agents-by-metabolism,300,10,233,3.66094420600858,2.15021459227468,21.4549356223176,1.5788
51,color-agents-by-metabolism,300,16,207,3.69565217391304,2.30917874396135,26.2608695652174,1.5976
50,color-agents-by-metabolism,250,22,168,3.48809523809524,2.18452380952381,34.4761904761905,1.6376
49,color-agents-by-metabolism,250,27,155,3.69677419354839,1.98709677419355,43.5741935483871,1.6596
56,color-agents-by-metabolism,300,3,292,3.58561643835616,2.49315068493151,15.4041095890411,1.5472
53,color-agents-by-metabolism,300,11,227,3.6784140969163,2.12775330396476,22.7312775330396,1.5848
54,color-agents-by-metabolism,300,7,264,3.43939393939394,2.36742424242424,18.0833333333333,1.5584
51,color-agents-by-metabolism,300,17,202,3.72772277227723,2.3019801980198,27.6534653465347,1.5976
50,color-agents-by-metabolism,250,23,164,3.51219512195122,2.16463414634146,36.2439024390244,1.6412
53,color-agents-by-metabolism,300,12,220,3.7,2.10454545454545,24.2181818181818,1.5888
52,color-agents-by-metabolism,300,15,223,3.61434977578475,2.09417040358744,29.7488789237668,1.5752
56,color-agents-by-metabolism,300,4,289,3.60899653979239,2.47750865051903,15.6505190311419,1.5488
50,color-agents-by-metabolism,250,24,161,3.50310559006211,2.13664596273292,37.888198757764,1.6444
55,color-agents-by-metabolism,300,5,278,3.63309352517986,2.49640287769784,16.4352517985612,1.542
54,color-agents-by-metabolism,300,8,251,3.45418326693227,2.32669322709163,19.4183266932271,1.5616
51,color-agents-by-metabolism,300,18,199,3.71356783919598,2.30150753768844,28.8492462311558,1.6008
50,color-agents-by-metabolism,250,25,159,3.49685534591195,2.13836477987421,39.3647798742138,1.6476
53,color-agents-by-metabolism,300,13,214,3.71028037383178,2.05607476635514,25.7523364485981,1.5916
52,color-agents-by-metabolism,300,16,220,3.61818181818182,2.09545454545455,31.1227272727273,1.5768
51,color-agents-by-metabolism,300,19,196,3.71428571428571,2.28061224489796,30.0969387755102,1.6024
55,color-agents-by-metabolism,300,6,270,3.67037037037037,2.45925925925926,17.1888888888889,1.5452
56,color-agents-by-metabolism,300,5,282,3.63829787234043,2.45035460992908,16.1702127659574,1.5496
50,color-agents-by-metabolism,250,26,159,3.49685534591195,2.13836477987421,40.377358490566,1.6484
53,color-agents-by-metabolism,300,14,213,3.71830985915493,2.05633802816901,26.7605633802817,1.5972
52,color-agents-by-metabolism,300,17,217,3.63594470046083,2.09677419354839,32.5483870967742,1.578
51,color-agents-by-metabolism,300,20,192,3.71875,2.25520833333333,31.5625,1.6056
54,color-agents-by-metabolism,300,9,247,3.46153846153846,2.30769230769231,20.2348178137652,1.5664
55,color-agents-by-metabolism,300,7,261,3.68199233716475,2.42911877394636,18.1187739463602,1.5496
50,color-agents-by-metabolism,250,27,159,3.49685534591195,2.13836477987421,41.3899371069182,1.6484
56,color-agents-by-metabolism,300,6,273,3.66666666666667,2.41025641025641,16.9157509157509,1.5516
53,color-agents-by-metabolism,300,15,211,3.7345971563981,2.05687203791469,27.914691943128,1.5976
52,color-agents-by-metabolism,300,18,213,3.64788732394366,2.08450704225352,34.18779342723,1.5792
51,color-agents-by-metabolism,300,21,191,3.70680628272251,2.24607329842932,32.5916230366492,1.6096
54,color-agents-by-metabolism,300,10,247,3.46153846153846,2.30769230769231,20.7570850202429,1.5692
55,color-agents-by-metabolism,300,8,254,3.69685039370079,2.40157480314961,19.0275590551181,1.5544
53,color-agents-by-metabolism,300,16,207,3.73913043478261,2.03864734299517,29.3816425120773,1.5984
57,color-agents-by-metabolism,300,0,300,3.57,2.49666666666667,14.99,1.8488
52,color-agents-by-metabolism,300,19,210,3.65714285714286,2.07142857142857,35.7380952380952,1.582
51,color-agents-by-metabolism,300,22,190,3.71052631578947,2.24210526315789,33.6368421052632,1.6108
56,color-agents-by-metabolism,300,7,263,3.72623574144487,2.37262357414449,17.8593155893536,1.5564
54,color-agents-by-metabolism,300,11,239,3.46861924686192,2.27615062761506,22,1.5692
55,color-agents-by-metabolism,300,9,245,3.69795918367347,2.35918367346939,20.2163265306122,1.5588
52,color-agents-by-metabolism,300,20,209,3.66985645933014,2.07177033492823,36.9904306220096,1.5844
51,color-agents-by-metabolism,300,23,187,3.74331550802139,2.2192513368984,35.0695187165775,1.6116
53,color-agents-by-metabolism,300,17,205,3.7609756097561,2.02439024390244,30.6243902439024,1.6016
56,color-agents-by-metabolism,300,8,255,3.72549019607843,2.33725490196078,18.7921568627451,1.5624
57,color-agents-by-metabolism,300,1,300,3.57,2.49666666666667,14.94,1.5552
52,color-agents-by-metabolism,300,21,206,3.69902912621359,2.05825242718447,38.6310679611651,1.5848
54,color-agents-by-metabolism,300,12,234,3.47863247863248,2.25213675213675,23.0726495726496,1.5752
51,color-agents-by-metabolism,300,24,187,3.74331550802139,2.2192513368984,35.9786096256684,1.6148
55,color-agents-by-metabolism,300,10,242,3.69834710743802,2.35123966942149,21.004132231405,1.566
53,color-agents-by-metabolism,300,18,202,3.7970297029703,2.00990099009901,32.0594059405941,1.6036
56,color-agents-by-metabolism,300,9,251,3.73705179282868,2.32270916334661,19.5458167330677,1.5672
51,color-agents-by-metabolism,300,25,185,3.76756756756757,2.21081081081081,37.2864864864865,1.6148
52,color-agents-by-metabolism,300,22,204,3.72549019607843,2.03921568627451,40.1421568627451,1.5868
54,color-agents-by-metabolism,300,13,229,3.49781659388646,2.23144104803493,24.2270742358079,1.5792
53,color-agents-by-metabolism,300,19,201,3.79601990049751,2,33.2189054726368,1.606
57,color-agents-by-metabolism,300,2,297,3.58249158249158,2.48484848484848,15.1717171717172,1.5404
55,color-agents-by-metabolism,300,11,235,3.71489361702128,2.31914893617021,22.2,1.568
51,color-agents-by-metabolism,300,26,185,3.76756756756757,2.21081081081081,38.2162162162162,1.6164
52,color-agents-by-metabolism,300,23,202,3.73267326732673,2.01980198019802,41.6930693069307,1.5892
56,color-agents-by-metabolism,300,10,245,3.75102040816327,2.31020408163265,20.5061224489796,1.5684
54,color-agents-by-metabolism,300,14,225,3.49333333333333,2.22666666666667,25.3422222222222,1.5828
53,color-agents-by-metabolism,300,20,200,3.795,1.99,34.395,1.6072
58,color-agents-by-metabolism,300,0,300,3.64,2.48666666666667,14.9666666666667,1.8488
55,color-agents-by-metabolism,300,12,232,3.70258620689655,2.29741379310345,23.1034482758621,1.5736
57,color-agents-by-metabolism,300,3,294,3.5952380952381,2.46938775510204,15.4863945578231,1.536
51,color-agents-by-metabolism,300,27,185,3.76756756756757,2.21081081081081,39.1459459459459,1.6164
52,color-agents-by-metabolism,300,24,198,3.73232323232323,2.01010101010101,43.7222222222222,1.5916
