"BehaviorSpace results (NetLogo 6.0.4)"
"Sugarscape 1 Immediate Growback.nlogo"
"CW2"
"02/11/2019 11:56:07:966 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","visualization","initial-population","[step]","count turtles","mean [vision] of turtles","mean [metabolism] of turtles"
"6","color-agents-by-metabolism","50","26","32","3.9375","2.0625"
"3","color-agents-by-metabolism","50","33","36","3.5555555555555554","1.9444444444444444"
"4","color-agents-by-metabolism","50","19","36","3.888888888888889","2.2222222222222223"
"6","color-agents-by-metabolism","50","27","32","3.9375","2.0625"
"3","color-agents-by-metabolism","50","34","36","3.5555555555555554","1.9444444444444444"
"4","color-agents-by-metabolism","50","20","36","3.888888888888889","2.2222222222222223"
"5","color-agents-by-metabolism","50","26","33","3.8181818181818183","1.878787878787879"
"8","color-agents-by-metabolism","50","37","31","3.5161290322580645","2"
"1","color-agents-by-metabolism","50","41","30","3.7","2.2666666666666666"
"3","color-agents-by-metabolism","50","35","36","3.5555555555555554","1.9444444444444444"
"2","color-agents-by-metabolism","50","24","37","3.3783783783783785","1.945945945945946"
"4","color-agents-by-metabolism","50","21","36","3.888888888888889","2.2222222222222223"
"8","color-agents-by-metabolism","50","38","31","3.5161290322580645","2"
"7","color-agents-by-metabolism","50","17","34","3.764705882352941","1.9705882352941178"
"3","color-agents-by-metabolism","50","36","36","3.5555555555555554","1.9444444444444444"
"4","color-agents-by-metabolism","50","22","36","3.888888888888889","2.2222222222222223"
"8","color-agents-by-metabolism","50","39","31","3.5161290322580645","2"
"2","color-agents-by-metabolism","50","25","37","3.3783783783783785","1.945945945945946"
"7","color-agents-by-metabolism","50","18","34","3.764705882352941","1.9705882352941178"
"3","color-agents-by-metabolism","50","37","36","3.5555555555555554","1.9444444444444444"
"4","color-agents-by-metabolism","50","23","36","3.888888888888889","2.2222222222222223"
"8","color-agents-by-metabolism","50","40","31","3.5161290322580645","2"
"2","color-agents-by-metabolism","50","26","37","3.3783783783783785","1.945945945945946"
"7","color-agents-by-metabolism","50","19","34","3.764705882352941","1.9705882352941178"
"3","color-agents-by-metabolism","50","38","36","3.5555555555555554","1.9444444444444444"
"8","color-agents-by-metabolism","50","41","31","3.5161290322580645","2"
"4","color-agents-by-metabolism","50","24","36","3.888888888888889","2.2222222222222223"
"7","color-agents-by-metabolism","50","20","34","3.764705882352941","1.9705882352941178"
"2","color-agents-by-metabolism","50","27","37","3.3783783783783785","1.945945945945946"
"3","color-agents-by-metabolism","50","39","36","3.5555555555555554","1.9444444444444444"
"4","color-agents-by-metabolism","50","25","36","3.888888888888889","2.2222222222222223"
"1","color-agents-by-metabolism","50","42","30","3.7","2.2666666666666666"
