"BehaviorSpace results (NetLogo 6.0.4)"
"Sugarscape 1 Immediate Growback.nlogo"
"CW2"
"02/11/2019 12:11:28:339 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","visualization","initial-population","[step]","count turtles","mean [vision] of turtles","mean [metabolism] of turtles"
"3","color-agents-by-metabolism","50","36","34","4.176470588235294","2"
"7","color-agents-by-metabolism","50","20","37","4.405405405405405","2.27027027027027"
"2","color-agents-by-metabolism","50","34","35","4.428571428571429","2.0285714285714285"
"8","color-agents-by-metabolism","50","36","28","3.9285714285714284","1.9285714285714286"
"5","color-agents-by-metabolism","50","28","33","3.727272727272727","2.3333333333333335"
"4","color-agents-by-metabolism","50","37","37","3.891891891891892","1.8918918918918919"
"3","color-agents-by-metabolism","50","37","34","4.176470588235294","2"
"7","color-agents-by-metabolism","50","21","36","4.388888888888889","2.25"
"4","color-agents-by-metabolism","50","38","37","3.891891891891892","1.8918918918918919"
"5","color-agents-by-metabolism","50","29","33","3.727272727272727","2.3333333333333335"
"3","color-agents-by-metabolism","50","38","34","4.176470588235294","2"
"8","color-agents-by-metabolism","50","37","28","3.9285714285714284","1.9285714285714286"
"4","color-agents-by-metabolism","50","39","37","3.891891891891892","1.8918918918918919"
"8","color-agents-by-metabolism","50","38","28","3.9285714285714284","1.9285714285714286"
"3","color-agents-by-metabolism","50","39","34","4.176470588235294","2"
"5","color-agents-by-metabolism","50","30","33","3.727272727272727","2.3333333333333335"
"2","color-agents-by-metabolism","50","35","35","4.428571428571429","2.0285714285714285"
"7","color-agents-by-metabolism","50","22","36","4.388888888888889","2.25"
"5","color-agents-by-metabolism","50","31","33","3.727272727272727","2.3333333333333335"
"8","color-agents-by-metabolism","50","39","28","3.9285714285714284","1.9285714285714286"
"3","color-agents-by-metabolism","50","40","34","4.176470588235294","2"
"4","color-agents-by-metabolism","50","40","37","3.891891891891892","1.8918918918918919"
"2","color-agents-by-metabolism","50","36","35","4.428571428571429","2.0285714285714285"
"7","color-agents-by-metabolism","50","23","34","4.411764705882353","2.2058823529411766"
"5","color-agents-by-metabolism","50","32","33","3.727272727272727","2.3333333333333335"
"8","color-agents-by-metabolism","50","40","28","3.9285714285714284","1.9285714285714286"
"4","color-agents-by-metabolism","50","41","37","3.891891891891892","1.8918918918918919"
"3","color-agents-by-metabolism","50","41","34","4.176470588235294","2"
"8","color-agents-by-metabolism","50","41","28","3.9285714285714284","1.9285714285714286"
"3","color-agents-by-metabolism","50","42","34","4.176470588235294","2"
"4","color-agents-by-metabolism","50","42","37","3.891891891891892","1.8918918918918919"
"1","color-agents-by-metabolism","50","35","30","3.933333333333333","2"
"8","color-agents-by-metabolism","50","42","28","3.9285714285714284","1.9285714285714286"
"2","color-agents-by-metabolism","50","37","35","4.428571428571429","2.0285714285714285"
"7","color-agents-by-metabolism","50","24","34","4.411764705882353","2.2058823529411766"
"3","color-agents-by-metabolism","50","43","34","4.176470588235294","2"
"8","color-agents-by-metabolism","50","43","28","3.9285714285714284","1.9285714285714286"
"1","color-agents-by-metabolism","50","36","30","3.933333333333333","2"
"5","color-agents-by-metabolism","50","33","33","3.727272727272727","2.3333333333333335"
"2","color-agents-by-metabolism","50","38","35","4.428571428571429","2.0285714285714285"
"7","color-agents-by-metabolism","50","25","34","4.411764705882353","2.2058823529411766"
"3","color-agents-by-metabolism","50","44","34","4.176470588235294","2"
"2","color-agents-by-metabolism","50","39","35","4.428571428571429","2.0285714285714285"
"1","color-agents-by-metabolism","50","37","30","3.933333333333333","2"
"8","color-agents-by-metabolism","50","44","28","3.9285714285714284","1.9285714285714286"
"7","color-agents-by-metabolism","50","26","34","4.411764705882353","2.2058823529411766"
"3","color-agents-by-metabolism","50","45","34","4.176470588235294","2"
"2","color-agents-by-metabolism","50","40","35","4.428571428571429","2.0285714285714285"
"7","color-agents-by-metabolism","50","27","34","4.411764705882353","2.2058823529411766"
"1","color-agents-by-metabolism","50","38","30","3.933333333333333","2"
"5","color-agents-by-metabolism","50","34","33","3.727272727272727","2.3333333333333335"
"8","color-agents-by-metabolism","50","45","28","3.9285714285714284","1.9285714285714286"
"2","color-agents-by-metabolism","50","41","35","4.428571428571429","2.0285714285714285"
"7","color-agents-by-metabolism","50","28","34","4.411764705882353","2.2058823529411766"
"1","color-agents-by-metabolism","50","39","30","3.933333333333333","2"
"3","color-agents-by-metabolism","50","46","34","4.176470588235294","2"
"5","color-agents-by-metabolism","50","35","33","3.727272727272727","2.3333333333333335"
"2","color-agents-by-metabolism","50","42","35","4.428571428571429","2.0285714285714285"
"6","color-agents-by-metabolism","50","34","26","4.1923076923076925","1.9615384615384615"
"8","color-agents-by-metabolism","50","46","28","3.9285714285714284","1.9285714285714286"
"1","color-agents-by-metabolism","50","40","30","3.933333333333333","2"
"5","color-agents-by-metabolism","50","36","33","3.727272727272727","2.3333333333333335"
"7","color-agents-by-metabolism","50","29","34","4.411764705882353","2.2058823529411766"
"2","color-agents-by-metabolism","50","43","35","4.428571428571429","2.0285714285714285"
"8","color-agents-by-metabolism","50","47","28","3.9285714285714284","1.9285714285714286"
"4","color-agents-by-metabolism","50","43","37","3.891891891891892","1.8918918918918919"
"5","color-agents-by-metabolism","50","37","33","3.727272727272727","2.3333333333333335"
"8","color-agents-by-metabolism","50","48","28","3.9285714285714284","1.9285714285714286"
"5","color-agents-by-metabolism","50","38","33","3.727272727272727","2.3333333333333335"
"8","color-agents-by-metabolism","50","49","28","3.9285714285714284","1.9285714285714286"
"1","color-agents-by-metabolism","50","41","30","3.933333333333333","2"
"5","color-agents-by-metabolism","50","39","33","3.727272727272727","2.3333333333333335"
"8","color-agents-by-metabolism","50","50","28","3.9285714285714284","1.9285714285714286"
"6","color-agents-by-metabolism","50","35","26","4.1923076923076925","1.9615384615384615"
"5","color-agents-by-metabolism","50","40","33","3.727272727272727","2.3333333333333335"
"1","color-agents-by-metabolism","50","42","30","3.933333333333333","2"
"3","color-agents-by-metabolism","50","47","34","4.176470588235294","2"
"4","color-agents-by-metabolism","50","44","37","3.891891891891892","1.8918918918918919"
"8","color-agents-by-metabolism","50","51","28","3.9285714285714284","1.9285714285714286"
"3","color-agents-by-metabolism","50","48","34","4.176470588235294","2"
"4","color-agents-by-metabolism","50","45","37","3.891891891891892","1.8918918918918919"
"5","color-agents-by-metabolism","50","41","33","3.727272727272727","2.3333333333333335"
"1","color-agents-by-metabolism","50","43","30","3.933333333333333","2"
"3","color-agents-by-metabolism","50","49","34","4.176470588235294","2"
"4","color-agents-by-metabolism","50","46","37","3.891891891891892","1.8918918918918919"
"7","color-agents-by-metabolism","50","30","34","4.411764705882353","2.2058823529411766"
"8","color-agents-by-metabolism","50","52","28","3.9285714285714284","1.9285714285714286"
"5","color-agents-by-metabolism","50","42","33","3.727272727272727","2.3333333333333335"
"6","color-agents-by-metabolism","50","36","26","4.1923076923076925","1.9615384615384615"
"4","color-agents-by-metabolism","50","47","37","3.891891891891892","1.8918918918918919"
"1","color-agents-by-metabolism","50","44","30","3.933333333333333","2"
"3","color-agents-by-metabolism","50","50","34","4.176470588235294","2"
"8","color-agents-by-metabolism","50","53","28","3.9285714285714284","1.9285714285714286"
"5","color-agents-by-metabolism","50","43","33","3.727272727272727","2.3333333333333335"
"4","color-agents-by-metabolism","50","48","37","3.891891891891892","1.8918918918918919"
"8","color-agents-by-metabolism","50","54","28","3.9285714285714284","1.9285714285714286"
"6","color-agents-by-metabolism","50","37","26","4.1923076923076925","1.9615384615384615"
"7","color-agents-by-metabolism","50","31","34","4.411764705882353","2.2058823529411766"
"3","color-agents-by-metabolism","50","51","34","4.176470588235294","2"
"4","color-agents-by-metabolism","50","49","37","3.891891891891892","1.8918918918918919"
"5","color-agents-by-metabolism","50","44","33","3.727272727272727","2.3333333333333335"
